Name,Age,GPA,Credits_Completed,Year,Pathway
Daniel Davis,16,4.26,1,Junior,Engineering
Josh German,16,0.57,51,Junior,Early Childhood Education
Hayden Garcia,17,2.64,21,Freshman,Early Childhood Education
Ian White,17,0.53,22,Senior,Construction
Sarah Jones,16,3.87,16,Junior,Early Childhood Education
Hayden Davis,18,0.86,35,Freshman,Early Childhood Education
Ben White,17,1.4,23,Super Senior,Bio Med
Alex Scott,15,4.02,43,Sophmore,Bio Med
Mac Scott,18,2.51,46,Junior,Early Childhood Education
Ben King,15,2.92,0,Senior,Bio Med
Daniel Johnson,19,4.33,57,Freshman,Marketing
Marie Brown,18,4.39,48,Sophmore,Early College
Sarah White,19,3.68,16,Junior,Early Childhood Education
Alex Johnson,14,0.33,13,Junior,Engineering
Emma Williams,17,1.32,20,Super Senior,Bio Med
Marie Garcia,18,0.63,28,Sophmore,Computer Science
Alex Foster,18,3.56,21,Sophmore,Fine Arts
Alex Davis,15,2.13,14,Sophmore,Culinary
Josh White,16,3.22,50,Freshman,Marketing
Sarah Brown,19,1.2,60,Sophmore,Culinary
Rachel Fraker,19,1.56,55,Super Senior,Computer Science
Josh Johnson,19,0.53,31,Freshman,Engineering
Mac Miller,19,3.48,2,Freshman,Culinary
Josh Jones,19,0.46,29,Junior,Construction
Marie Moore,15,3.9,12,Sophmore,Early Childhood Education
Joe White,15,1.14,21,Junior,Computer Science
Lily Foster,18,0.92,28,Sophmore,Early College
Sophie Johnson,14,0.69,33,Junior,Marketing
Sophie Brown,17,1.6,41,Freshman,Marketing
Sarah Jones,19,3.23,53,Junior,Engineering
Alex White,16,3.6,43,Super Senior,Fine Arts
Joe Miller,18,2.96,25,Super Senior,Culinary
Ian Jones,19,2.1,43,Freshman,Engineering
Lily Foster,15,2.06,37,Sophmore,Early College
Hayden Fraker,16,0.79,45,Freshman,Culinary
Mac Miller,19,4.17,40,Senior,Engineering
Alex Moore,16,1.54,60,Freshman,Engineering
Josh German,15,0.91,41,Freshman,Fine Arts
Marie White,18,2.22,22,Senior,Construction
Bob Jones,14,1.39,13,Junior,Fine Arts
Rachel Foster,19,2.26,21,Junior,Early College
Rachel Brown,18,2.85,53,Sophmore,Engineering
Josh Johnson,15,2.84,30,Sophmore,Marketing
Alex Miller,19,2.28,45,Freshman,Bio Med
Lily Moore,18,2.01,50,Senior,Construction
Emma Miller,14,2.49,13,Freshman,Early Childhood Education
Hayden Brown,15,0.94,11,Junior,Bio Med
Sophie Foster,16,0.48,49,Sophmore,Computer Science
Marie Williams,19,1.28,58,Senior,Bio Med
Ian Smith,16,3.98,44,Super Senior,Fine Arts
Rachel German,19,1.68,8,Super Senior,Culinary
Rachel Miller,15,4.37,53,Senior,Early College
Sophie Johnson,18,0.75,7,Junior,Computer Science
Bob German,19,1.89,16,Super Senior,Bio Med
Josh Smith,16,2.61,28,Junior,Engineering
Bob Foster,14,1.46,24,Super Senior,Fine Arts
Isabelle Garcia,14,0.65,21,Senior,Bio Med
Bob Davis,14,1.87,52,Freshman,Marketing
Sarah Johnson,19,0.69,19,Sophmore,Engineering
Sarah Brown,16,3.13,60,Super Senior,Early Childhood Education
Daniel Williams,17,2.94,23,Sophmore,Engineering
Sarah Johnson,18,4.1,49,Senior,Early Childhood Education
Sophie Davis,18,1.33,19,Junior,Engineering
Daniel Garcia,18,4.16,52,Junior,Early College
Alex Garcia,17,1.11,33,Super Senior,Computer Science
Mac Miller,15,1.78,6,Freshman,Engineering
Alex White,14,1.52,30,Freshman,Computer Science
Bob German,17,2.78,47,Sophmore,Early Childhood Education
Josh Garcia,15,4.16,60,Sophmore,Early College
Sophie Johnson,15,1.55,16,Senior,Business
Marie Brown,18,0.48,40,Junior,Bio Med
Rachel Smith,14,1.04,37,Super Senior,Early Childhood Education
Rachel Anderson,17,2.97,7,Freshman,Marketing
Rachel Moore,17,1.43,13,Junior,Fine Arts
Ian Anderson,16,3.47,31,Super Senior,Business
Ian Davis,18,1.35,57,Super Senior,Computer Science
Bob White,17,2.72,52,Sophmore,Construction
Tom Williams,18,3.57,47,Senior,Bio Med
Josh Garcia,18,2.94,39,Senior,Engineering
Rachel Brown,16,2.03,29,Senior,Early Childhood Education
Ben German,14,0.32,7,Junior,Computer Science
Sarah Fraker,16,1.27,38,Freshman,Engineering
Bob Garcia,16,1.6,19,Senior,Fine Arts
Josh Miller,18,2.39,1,Super Senior,Culinary
Daniel Scott,16,3.47,37,Super Senior,Engineering
Sarah Garcia,15,4.46,7,Senior,Computer Science
Sarah Foster,16,2.28,6,Freshman,Fine Arts
Sarah Johnson,14,3.87,30,Super Senior,Engineering
Alex Scott,17,4.34,9,Super Senior,Construction
Daniel King,16,2.55,29,Super Senior,Early Childhood Education
Hayden Jones,14,0.81,36,Senior,Early College
Tom King,19,3.34,49,Freshman,Engineering
Sarah Moore,16,3.06,21,Senior,Early College
Hayden White,15,3.03,39,Sophmore,Engineering
Ben Garcia,19,2.39,34,Freshman,Early College
Rachel Foster,14,2.07,1,Super Senior,Early College
Mac White,15,4.0,57,Sophmore,Computer Science
Tom Garcia,14,3.2,2,Super Senior,Construction
Josh Scott,16,3.99,48,Freshman,Business
Marie Jones,16,4.0,18,Sophmore,Culinary
Marie White,14,0.48,60,Junior,Engineering
Isabelle Smith,18,2.75,44,Junior,Bio Med
Ben King,14,2.22,10,Junior,Bio Med
Lily Smith,18,1.28,52,Senior,Early Childhood Education
Tom Scott,18,3.7,42,Senior,Early College
Sarah King,16,2.2,37,Junior,Culinary
Lily Williams,18,0.8,16,Junior,Engineering
Rachel Scott,14,1.97,26,Senior,Construction
Marie Johnson,16,0.93,33,Sophmore,Marketing
Marie Garcia,18,3.69,53,Junior,Computer Science
Emma Garcia,14,2.61,9,Sophmore,Early Childhood Education
Mac Scott,18,1.04,33,Super Senior,Engineering
Lily Moore,17,2.96,45,Super Senior,Bio Med
Sophie Moore,19,4.21,35,Freshman,Marketing
Hayden Brown,14,4.41,31,Freshman,Engineering
Sophie Fraker,19,0.44,41,Super Senior,Construction
Isabelle Anderson,16,0.98,52,Sophmore,Early Childhood Education
Joe Garcia,18,0.67,50,Junior,Construction
Bob King,15,3.6,6,Super Senior,Computer Science
Daniel Jones,16,1.11,56,Senior,Early Childhood Education
Daniel Davis,14,2.76,37,Senior,Early College
Lily King,15,0.83,53,Super Senior,Business
Lily Foster,18,3.25,52,Freshman,Business
Mac Moore,19,0.7,15,Freshman,Computer Science
Ben Garcia,16,1.68,21,Super Senior,Bio Med
Marie Davis,16,3.56,22,Freshman,Early Childhood Education
Rachel Williams,19,1.1,1,Super Senior,Marketing
Isabelle Davis,16,3.13,24,Senior,Computer Science
Ben Scott,17,3.66,0,Senior,Early Childhood Education
Mac Jones,15,4.22,33,Senior,Construction
Daniel Scott,14,4.03,0,Freshman,Culinary
Joe Smith,14,1.4,41,Sophmore,Fine Arts
Tom Jones,19,4.0,3,Senior,Marketing
Rachel Davis,18,4.08,48,Junior,Construction
Sophie Scott,18,2.43,50,Senior,Engineering
Alex King,15,4.1,30,Senior,Business
Ben Jones,15,0.71,55,Super Senior,Marketing
Sophie German,19,2.47,6,Junior,Computer Science
Hayden Brown,15,4.05,4,Freshman,Bio Med
Rachel Brown,15,0.6,17,Freshman,Construction
Ian Jones,14,1.46,50,Sophmore,Marketing
Joe Scott,18,1.46,23,Freshman,Fine Arts
Emma White,18,4.01,29,Junior,Construction
Ben King,15,1.14,44,Freshman,Bio Med
Sophie Jones,15,3.0,14,Super Senior,Engineering
Sarah Williams,16,2.77,47,Super Senior,Early Childhood Education
Josh Davis,18,0.36,56,Super Senior,Engineering
Ben Scott,17,3.21,23,Sophmore,Culinary
Sarah Moore,14,3.71,52,Senior,Computer Science
Tom German,14,1.21,18,Junior,Bio Med
Bob King,14,1.17,15,Super Senior,Early Childhood Education
Isabelle Garcia,17,1.81,50,Sophmore,Culinary
Isabelle Garcia,18,1.66,28,Super Senior,Construction
Hayden Fraker,14,2.98,16,Freshman,Fine Arts
Joe Miller,14,4.42,33,Freshman,Culinary
Sarah King,19,0.85,32,Freshman,Culinary
Alex Moore,16,2.78,15,Junior,Business
Marie German,17,3.01,26,Junior,Computer Science
Isabelle German,16,2.49,4,Freshman,Marketing
Alex Scott,16,0.81,24,Senior,Engineering
Marie Miller,14,3.75,43,Sophmore,Engineering
Ben Smith,14,0.92,51,Freshman,Bio Med
Rachel German,19,1.22,10,Sophmore,Construction
Alex Jones,14,3.68,8,Sophmore,Engineering
Mac German,14,4.49,52,Freshman,Bio Med
Sophie Foster,15,2.52,15,Freshman,Engineering
Lily Davis,15,1.85,51,Sophmore,Construction
Hayden Smith,18,0.39,13,Senior,Early College
Sarah Smith,18,3.66,46,Super Senior,Business
Daniel Davis,16,2.8,5,Super Senior,Construction
Joe Scott,16,1.22,41,Junior,Bio Med
Joe Brown,19,2.36,12,Junior,Fine Arts
Alex Garcia,15,1.01,36,Sophmore,Culinary
Marie Brown,16,0.45,58,Sophmore,Construction
Sarah Garcia,14,0.78,5,Sophmore,Bio Med
Sophie Miller,18,0.82,34,Junior,Computer Science
Alex King,17,4.3,12,Super Senior,Early Childhood Education
Bob Williams,14,3.49,2,Senior,Business
Isabelle Williams,19,4.05,9,Super Senior,Early College
Sophie Jones,14,1.67,8,Junior,Business
Daniel Foster,18,1.47,48,Sophmore,Bio Med
Daniel German,19,3.25,14,Junior,Culinary
Tom German,17,2.6,43,Senior,Bio Med
Ben Davis,17,3.04,42,Senior,Early College
Ian Moore,16,0.38,42,Sophmore,Construction
Ben Garcia,15,3.64,9,Senior,Business
Sophie Johnson,15,2.25,46,Sophmore,Construction
Rachel Fraker,14,2.8,3,Senior,Fine Arts
Lily Miller,15,4.24,55,Super Senior,Construction
Sophie Jones,18,0.79,2,Sophmore,Engineering
Josh King,14,3.55,4,Junior,Early College
Bob Jones,19,0.64,5,Super Senior,Early Childhood Education
Ben Miller,14,4.18,23,Sophmore,Marketing
Daniel Scott,17,2.44,8,Junior,Culinary
Alex Brown,18,2.09,17,Senior,Early College
Tom Jones,14,3.58,29,Junior,Culinary
Rachel Miller,17,3.93,31,Junior,Bio Med
Lily Brown,18,0.6,1,Super Senior,Fine Arts
Emma Fraker,15,2.9,2,Junior,Engineering
Ben Davis,17,2.88,7,Sophmore,Culinary
Sarah Anderson,19,1.56,29,Junior,Bio Med
Isabelle Davis,17,3.13,44,Sophmore,Bio Med
Isabelle Moore,18,1.84,29,Junior,Culinary
Isabelle Williams,15,2.06,50,Super Senior,Bio Med
Tom German,19,1.69,2,Sophmore,Engineering
Lily Garcia,19,1.3,18,Senior,Business
Daniel Scott,16,3.72,2,Junior,Bio Med
Josh Johnson,16,3.52,43,Senior,Fine Arts
Tom Scott,16,3.98,53,Super Senior,Marketing
Alex Scott,14,2.56,59,Super Senior,Early College
Hayden Fraker,17,1.05,50,Junior,Culinary
Sophie Anderson,16,3.25,52,Super Senior,Fine Arts
Isabelle Johnson,19,1.94,44,Super Senior,Construction
Emma King,19,3.05,30,Junior,Business
Ben Jones,19,2.43,49,Senior,Bio Med
Sarah Davis,14,4.19,9,Senior,Culinary
Rachel King,16,0.49,53,Super Senior,Business
Ian Miller,19,1.97,17,Freshman,Early College
Daniel Foster,15,4.39,36,Junior,Computer Science
Lily Moore,19,1.66,48,Freshman,Business
Joe Garcia,18,2.27,6,Junior,Business
Marie White,15,2.62,56,Freshman,Marketing
Lily German,17,2.6,50,Junior,Culinary
Marie Brown,16,2.7,32,Freshman,Marketing
Hayden German,19,2.13,0,Junior,Business
Sarah German,16,1.2,16,Sophmore,Engineering
Sarah Miller,17,2.6,37,Super Senior,Computer Science
Tom Scott,16,2.5,13,Sophmore,Early Childhood Education
Hayden Moore,14,1.29,5,Freshman,Bio Med
Isabelle Brown,16,3.45,32,Super Senior,Construction
Marie Jones,14,1.13,5,Super Senior,Construction
Marie Smith,19,2.87,22,Sophmore,Computer Science
Bob Davis,16,4.28,24,Freshman,Business
Mac Jones,15,4.07,44,Junior,Early Childhood Education
Josh Brown,15,1.42,21,Senior,Fine Arts
Marie Scott,18,1.77,11,Super Senior,Business
Tom Garcia,14,1.63,20,Super Senior,Marketing
Emma King,19,0.64,29,Senior,Marketing
Hayden Scott,18,0.78,54,Sophmore,Construction
Mac Foster,15,2.52,45,Junior,Early Childhood Education
Rachel King,15,0.56,20,Super Senior,Culinary
Rachel Anderson,18,0.85,39,Sophmore,Early College
Isabelle Anderson,16,0.7,43,Super Senior,Early Childhood Education
Mac Johnson,14,1.93,19,Senior,Fine Arts
Sarah Davis,15,0.66,55,Super Senior,Marketing
Isabelle Johnson,18,1.15,6,Sophmore,Early Childhood Education
Ian King,18,1.29,5,Junior,Culinary
Emma Smith,17,3.61,52,Super Senior,Construction
Hayden Foster,17,0.59,30,Senior,Culinary
Bob Miller,15,2.38,24,Senior,Construction
Ben Brown,19,3.7,40,Junior,Early Childhood Education
Bob Miller,17,0.52,58,Freshman,Bio Med
Emma King,18,1.95,46,Junior,Computer Science
Sophie Scott,14,4.14,25,Junior,Marketing
Alex Foster,16,0.52,43,Freshman,Culinary
Daniel Moore,14,4.23,10,Super Senior,Bio Med
Rachel Scott,14,3.78,10,Senior,Marketing
Hayden Moore,18,0.89,11,Sophmore,Bio Med
Lily White,16,3.5,21,Senior,Early College
Isabelle Moore,18,1.0,58,Sophmore,Engineering
Bob Jones,17,2.53,58,Junior,Marketing
Alex Johnson,19,0.53,37,Junior,Engineering
Tom King,17,0.89,38,Freshman,Business
Lily Johnson,17,1.3,42,Super Senior,Computer Science
Tom Garcia,14,1.34,51,Freshman,Fine Arts
Sophie German,16,2.84,18,Freshman,Marketing
Ian King,19,2.27,8,Super Senior,Bio Med
Bob Brown,17,3.83,14,Junior,Early Childhood Education
Sarah Garcia,14,4.36,30,Sophmore,Early Childhood Education
Bob Davis,19,4.42,40,Junior,Engineering
Mac Fraker,19,3.61,9,Junior,Bio Med
Mac Johnson,17,3.65,18,Junior,Business
Marie Williams,16,4.21,60,Super Senior,Early Childhood Education
Bob Anderson,16,2.08,22,Junior,Marketing
Marie Brown,14,1.8,11,Freshman,Construction
Daniel Foster,19,3.34,7,Sophmore,Culinary
Sarah Williams,16,2.54,39,Senior,Early Childhood Education
Ian Anderson,15,0.55,17,Freshman,Computer Science
Lily Garcia,15,2.25,43,Senior,Fine Arts
Joe Jones,19,3.55,24,Freshman,Culinary
Tom Moore,19,1.69,34,Sophmore,Culinary
Sophie Williams,18,4.21,60,Senior,Marketing
Marie Fraker,14,3.14,37,Freshman,Bio Med
Lily Brown,18,4.46,29,Junior,Business
Marie Foster,14,2.7,56,Junior,Engineering
Sophie Miller,19,2.53,46,Sophmore,Business
Bob Johnson,18,3.1,34,Freshman,Culinary
Daniel White,15,2.03,12,Junior,Early Childhood Education
Daniel Garcia,19,3.5,19,Freshman,Construction
Josh Foster,17,2.87,0,Freshman,Early Childhood Education
Marie Davis,17,3.08,30,Junior,Early College
Sarah Davis,19,3.16,26,Super Senior,Early College
Ian Moore,16,4.31,46,Sophmore,Computer Science
Sarah Garcia,15,2.64,4,Junior,Bio Med
Mac Garcia,16,3.47,49,Sophmore,Computer Science
Lily Moore,15,0.6,37,Sophmore,Bio Med
Josh Davis,16,0.8,0,Senior,Business
Lily Davis,16,1.27,60,Junior,Culinary
Rachel Foster,16,0.91,8,Senior,Computer Science
Sarah Smith,16,1.44,31,Freshman,Culinary
Sophie Smith,15,0.91,24,Senior,Construction
Hayden Miller,18,4.1,24,Freshman,Early Childhood Education
Mac German,17,1.26,21,Sophmore,Engineering
Lily Williams,15,2.58,55,Senior,Computer Science
Marie Fraker,14,2.14,1,Freshman,Early Childhood Education
Marie Miller,17,0.93,27,Super Senior,Culinary
Hayden White,14,0.49,8,Freshman,Early College
Sarah Smith,15,2.26,18,Super Senior,Engineering
Mac King,19,2.77,26,Junior,Fine Arts
Emma King,19,3.61,40,Super Senior,Bio Med
Daniel King,15,2.66,49,Freshman,Bio Med
Tom Johnson,16,2.5,6,Senior,Computer Science
Isabelle Fraker,18,1.97,58,Sophmore,Marketing
Rachel German,18,2.1,22,Senior,Business
Hayden Moore,14,1.96,51,Super Senior,Construction
Sarah Miller,17,0.97,56,Super Senior,Computer Science
Marie Brown,16,2.54,20,Junior,Early Childhood Education
Tom Garcia,16,0.89,36,Super Senior,Early Childhood Education
Josh Brown,14,2.14,40,Junior,Engineering
Ben German,19,0.97,21,Freshman,Computer Science
Marie Brown,18,1.49,39,Freshman,Marketing
Sophie Scott,16,2.01,31,Super Senior,Bio Med
Mac White,16,2.65,26,Super Senior,Early Childhood Education
Mac King,15,1.25,57,Super Senior,Construction
Tom Moore,18,2.88,46,Freshman,Fine Arts
Rachel Scott,14,1.46,33,Sophmore,Construction
Rachel King,15,2.01,34,Sophmore,Engineering
Isabelle Garcia,16,0.82,35,Junior,Construction
Rachel King,16,1.04,59,Junior,Construction
Bob Brown,14,0.38,57,Junior,Construction
Alex Brown,14,0.66,8,Junior,Early Childhood Education
Alex Anderson,16,1.53,45,Senior,Culinary
Emma Smith,16,0.37,28,Freshman,Early College
Lily White,14,3.48,9,Freshman,Bio Med
Tom Brown,16,2.95,54,Sophmore,Construction
Mac White,17,1.82,20,Sophmore,Marketing
Hayden King,18,3.25,41,Senior,Business
Hayden Moore,16,1.99,59,Junior,Bio Med
Hayden Moore,15,2.45,53,Sophmore,Bio Med
Daniel Miller,17,2.95,11,Junior,Culinary
Mac Anderson,14,4.04,6,Freshman,Fine Arts
Daniel Jones,16,3.02,18,Sophmore,Business
Lily Foster,15,3.01,53,Super Senior,Business
Rachel Johnson,14,2.89,16,Sophmore,Fine Arts
Isabelle Garcia,17,3.36,13,Junior,Culinary
Rachel German,16,4.37,41,Senior,Early College
Hayden Scott,14,4.13,54,Senior,Engineering
Joe King,15,0.42,47,Senior,Early Childhood Education
Ian German,18,3.73,48,Junior,Early College
Isabelle German,16,4.37,29,Sophmore,Business
Lily Williams,18,4.04,29,Super Senior,Fine Arts
Alex Davis,17,1.22,51,Sophmore,Engineering
Marie Moore,14,2.73,37,Senior,Early College
Mac Brown,19,0.4,40,Super Senior,Marketing
Marie Foster,18,3.62,30,Senior,Culinary
Hayden Johnson,14,3.95,17,Freshman,Construction
Josh Davis,14,3.02,38,Sophmore,Early College
Sophie King,14,1.36,0,Freshman,Culinary
Sophie Smith,15,1.67,46,Junior,Fine Arts
Marie Smith,14,3.76,18,Senior,Construction
Hayden White,19,2.73,33,Senior,Marketing
Hayden King,18,2.84,12,Super Senior,Engineering
Joe King,18,3.54,7,Sophmore,Early College
Isabelle King,17,2.75,53,Freshman,Culinary
Mac German,17,0.36,39,Freshman,Business
Bob Johnson,14,2.39,32,Super Senior,Early College
Hayden Scott,17,0.55,5,Freshman,Computer Science
Isabelle Brown,18,2.13,30,Junior,Fine Arts
Hayden Jones,15,2.05,43,Junior,Culinary
Ian Johnson,18,2.54,40,Super Senior,Marketing
Daniel Jones,15,1.97,56,Sophmore,Marketing
Emma Brown,14,1.83,51,Freshman,Early Childhood Education
Mac Brown,14,2.8,2,Sophmore,Construction
Tom Miller,18,0.7,42,Senior,Early College
Marie German,16,0.34,27,Super Senior,Bio Med
Ben Smith,14,4.47,57,Junior,Engineering
Sarah White,16,3.38,15,Junior,Construction
Lily Johnson,15,1.78,8,Sophmore,Culinary
Tom Williams,15,4.19,28,Junior,Bio Med
Lily Brown,17,2.27,50,Freshman,Construction
Tom Anderson,14,3.93,51,Super Senior,Business
Emma Johnson,15,1.54,18,Freshman,Business
Tom Williams,19,1.88,56,Super Senior,Computer Science
Lily Davis,19,4.11,41,Super Senior,Computer Science
Isabelle Jones,14,0.82,44,Senior,Early Childhood Education
Tom Foster,18,2.65,54,Super Senior,Culinary
Mac Smith,19,1.8,18,Freshman,Culinary
Alex Davis,17,1.67,31,Super Senior,Business
Bob Fraker,16,0.38,59,Junior,Bio Med
Tom Garcia,17,4.23,58,Senior,Bio Med
Josh Moore,16,0.34,4,Junior,Bio Med
Lily Garcia,19,0.46,52,Senior,Marketing
Daniel Brown,14,1.47,3,Super Senior,Fine Arts
Bob Garcia,16,3.07,15,Freshman,Construction
Marie Foster,16,4.38,5,Senior,Computer Science
Daniel Smith,16,1.4,23,Super Senior,Fine Arts
Rachel Williams,19,0.46,14,Senior,Bio Med
Mac Williams,14,1.32,2,Senior,Construction
Rachel Foster,15,1.19,43,Senior,Culinary
Joe Moore,16,2.75,14,Senior,Early Childhood Education
Sophie Brown,14,1.15,50,Sophmore,Early College
Rachel Williams,18,2.44,29,Junior,Bio Med
Emma Garcia,15,0.47,8,Senior,Fine Arts
Mac Williams,17,1.55,10,Junior,Construction
Lily Miller,15,4.39,54,Super Senior,Early Childhood Education
Lily Scott,17,4.46,23,Junior,Bio Med
Ian Scott,14,3.73,52,Senior,Fine Arts
Sophie Moore,17,0.4,51,Freshman,Business
Tom Smith,15,1.58,19,Senior,Bio Med
Alex Moore,19,2.93,9,Junior,Marketing
Tom White,16,3.99,0,Super Senior,Construction
Ian Miller,17,0.77,42,Freshman,Business
Josh Moore,16,0.4,32,Super Senior,Computer Science
Sophie Johnson,16,3.76,46,Freshman,Bio Med
Tom Foster,19,1.72,13,Freshman,Marketing
Lily Scott,19,1.7,7,Junior,Bio Med
Mac German,19,1.17,56,Senior,Business
Sarah Miller,16,3.11,12,Senior,Construction
Marie Johnson,14,3.01,22,Junior,Early Childhood Education
Lily Moore,16,4.04,19,Super Senior,Bio Med
Sarah Garcia,19,3.0,15,Sophmore,Engineering
Hayden Brown,16,3.56,13,Super Senior,Marketing
Bob Garcia,14,1.02,46,Sophmore,Construction
Sophie Miller,15,2.25,6,Freshman,Culinary
Hayden Smith,14,0.5,43,Sophmore,Bio Med
Sarah Jones,14,2.73,0,Sophmore,Early Childhood Education
Lily German,19,3.56,19,Senior,Fine Arts
Sophie Johnson,15,2.96,12,Freshman,Business
Mac Garcia,18,1.15,30,Senior,Engineering
Sarah German,17,3.16,37,Freshman,Marketing
Ben Williams,18,2.06,44,Sophmore,Business
Joe Brown,18,1.27,40,Sophmore,Engineering
Josh Garcia,15,3.85,49,Freshman,Engineering
Daniel White,19,2.31,14,Senior,Early Childhood Education
Marie Garcia,17,3.78,38,Sophmore,Culinary
Sarah Anderson,16,0.75,17,Freshman,Early College
Marie Miller,18,3.3,22,Super Senior,Marketing
Isabelle Brown,14,2.77,13,Sophmore,Early College
Ian German,14,3.3,55,Freshman,Early College
Sarah Smith,16,3.53,39,Sophmore,Business
Sarah Jones,14,2.4,29,Freshman,Culinary
Marie Garcia,18,0.68,16,Freshman,Construction
Joe Scott,17,2.98,17,Junior,Business
Bob Garcia,18,4.28,38,Junior,Fine Arts
Hayden White,17,0.3,13,Super Senior,Early College
Sarah Foster,18,3.77,45,Senior,Early College
Mac Jones,18,2.67,54,Senior,Culinary
Hayden German,14,2.4,5,Senior,Early College
Emma Smith,15,1.07,35,Sophmore,Early College
Hayden Miller,18,0.37,41,Freshman,Construction
Lily Jones,19,4.34,7,Senior,Computer Science
Marie Smith,19,4.3,60,Freshman,Early College
Bob Smith,16,3.52,42,Sophmore,Engineering
Josh Williams,16,0.72,18,Senior,Fine Arts
Ian Garcia,17,0.58,6,Super Senior,Culinary
Rachel Smith,16,0.52,2,Freshman,Engineering
Emma Williams,18,1.19,39,Senior,Business
Tom Jones,17,3.24,59,Sophmore,Business
Hayden Fraker,16,3.58,8,Senior,Computer Science
Lily German,18,2.04,55,Junior,Computer Science
Rachel German,17,2.14,47,Senior,Bio Med
Sophie Williams,15,3.13,16,Senior,Early College
Daniel Smith,18,3.94,57,Freshman,Computer Science
Sarah King,14,2.22,53,Sophmore,Bio Med
Sarah King,17,2.76,58,Junior,Marketing
Daniel Johnson,15,0.88,59,Junior,Fine Arts
Sarah Jones,16,3.67,11,Junior,Early College
Rachel Miller,19,2.21,23,Junior,Early College
Sophie Moore,16,3.51,28,Super Senior,Early Childhood Education
Alex Miller,18,3.48,6,Super Senior,Computer Science
Ben King,14,3.64,49,Senior,Culinary
Hayden Jones,18,0.77,5,Freshman,Business
Joe Miller,19,2.85,51,Senior,Construction
Mac Brown,15,0.97,25,Super Senior,Bio Med
Marie Davis,19,1.33,60,Sophmore,Fine Arts
Sophie Moore,18,2.61,6,Senior,Culinary
Alex Williams,14,3.78,28,Sophmore,Marketing
Rachel Miller,17,3.54,43,Freshman,Business
Mac Scott,15,1.96,35,Super Senior,Marketing
Emma Jones,19,1.06,54,Junior,Fine Arts
Alex King,17,1.05,52,Super Senior,Early College
Josh Garcia,14,3.65,37,Senior,Computer Science
Sarah Jones,17,1.6,31,Senior,Business
Marie Foster,18,3.43,45,Freshman,Early College
Daniel Moore,18,2.97,43,Sophmore,Marketing
Lily Jones,19,4.2,14,Super Senior,Marketing
Ben German,17,2.08,45,Super Senior,Bio Med
Emma German,19,4.08,0,Super Senior,Early College
Lily Moore,19,0.86,48,Junior,Business
Ben German,17,0.79,38,Senior,Marketing
Lily Miller,17,3.1,47,Sophmore,Fine Arts
Tom Scott,14,1.25,26,Freshman,Marketing
Josh Foster,17,4.49,58,Freshman,Engineering
Bob Foster,17,1.9,18,Freshman,Culinary
Ben Williams,19,3.14,45,Super Senior,Early Childhood Education
Mac White,16,3.49,60,Junior,Engineering
Hayden Anderson,15,2.4,32,Senior,Engineering
Ben King,17,1.86,20,Super Senior,Construction
Lily Moore,15,3.67,57,Freshman,Computer Science
Emma Anderson,19,1.89,38,Senior,Early Childhood Education
Josh Foster,18,4.45,10,Senior,Early Childhood Education
Isabelle Jones,17,0.87,36,Junior,Early Childhood Education
Tom Foster,19,0.53,9,Sophmore,Culinary
Ian Brown,16,1.86,16,Sophmore,Bio Med
Sarah Smith,16,0.39,12,Super Senior,Engineering
Joe Fraker,17,2.51,45,Super Senior,Computer Science
Sophie Williams,19,1.15,27,Freshman,Business
Hayden Johnson,16,1.84,46,Senior,Business
Isabelle Garcia,19,2.86,55,Junior,Computer Science
Isabelle Moore,16,0.9,55,Freshman,Culinary
Marie Brown,15,3.2,47,Junior,Culinary
Isabelle Miller,19,2.64,5,Junior,Marketing
Marie Garcia,14,3.4,8,Sophmore,Culinary
Josh Johnson,15,0.69,15,Junior,Engineering
Ben Scott,15,3.03,16,Freshman,Construction
Tom White,17,0.86,28,Sophmore,Marketing
Sophie Garcia,14,2.98,32,Senior,Early Childhood Education
Emma Miller,14,3.71,51,Senior,Early College
Tom Brown,15,0.36,21,Senior,Fine Arts
Ben King,15,3.65,8,Sophmore,Construction
Isabelle Garcia,17,3.55,18,Senior,Construction
Marie German,16,3.0,2,Senior,Construction
Ian Davis,17,4.05,19,Sophmore,Computer Science
Alex Davis,15,2.45,13,Senior,Engineering
Joe Garcia,17,0.7,14,Freshman,Engineering
Isabelle Williams,16,1.95,36,Super Senior,Computer Science
Sarah Moore,14,2.02,31,Senior,Business
Lily German,19,2.1,56,Junior,Computer Science
Ben White,15,3.49,19,Senior,Marketing
Josh King,16,2.2,59,Super Senior,Business
Josh White,14,3.77,42,Sophmore,Early College
Emma Johnson,16,1.04,50,Sophmore,Engineering
Lily Garcia,17,1.0,15,Freshman,Computer Science
Joe Johnson,19,4.36,16,Super Senior,Construction
Josh Williams,19,1.22,58,Junior,Engineering
Alex German,17,2.99,35,Freshman,Business
Sarah Moore,16,1.06,3,Junior,Business
Bob Moore,18,2.11,24,Senior,Bio Med
Sarah Scott,15,3.77,12,Freshman,Marketing
Lily Moore,19,3.01,1,Super Senior,Marketing
Tom Foster,18,0.94,28,Super Senior,Construction
Isabelle Garcia,17,0.43,19,Sophmore,Construction
Lily Scott,19,3.55,52,Super Senior,Early Childhood Education
Ian Smith,14,3.8,24,Sophmore,Engineering
Isabelle Scott,16,4.06,42,Freshman,Construction
